Song,Artist,Genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id_Spotify,Link_Spotify,type,uri,track_href,analysis_url,Link_YouTube,Questionnaire
People are Strange,The Doors,Blues,0.699,0.467,4,-8.578,0,0.0375,0.685,0,0.315,0.764,119.287,130173,4,1Jmqubf9kGkWeYQXQKImL5,https://open.spotify.com/track/1Jmqubf9kGkWeYQXQKImL5,audio_features,spotify:track:1Jmqubf9kGkWeYQXQKImL5,https://api.spotify.com/v1/tracks/1Jmqubf9kGkWeYQXQKImL5,https://api.spotify.com/v1/audio-analysis/1Jmqubf9kGkWeYQXQKImL5,,
The End,The Doors,Blues,0.347,0.302,0,-12.104,1,0.0291,0.163,0.0000917,0.14,0.0332,105.702,703373,4,5UgT7w6zVZjP3oyawMzbiK,https://open.spotify.com/track/5UgT7w6zVZjP3oyawMzbiK,audio_features,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,https://youtu.be/JSUIQgEVDM4?t=50,3
House Of The Rising Sun,The Animals,Blues,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3,4mn2kNTqiGLwaUR8JdhJ1l,https://open.spotify.com/track/4mn2kNTqiGLwaUR8JdhJ1l,audio_features,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,,
La Grange,ZZ Top,Blues,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4,70YvYr2hGlS01bKRIho1HM,https://open.spotify.com/track/70YvYr2hGlS01bKRIho1HM,audio_features,spotify:track:70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/tracks/70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/audio-analysis/70YvYr2hGlS01bKRIho1HM,,
Gasolina,Daddy Yankee,Reggaeton,0.857,0.801,0,-6.499,1,0.0618,0.332,0.0000012,0.0789,0.753,96.009,192600,4,6jEZLz3YpnEBRpVkv35AmP,https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP,audio_features,spotify:track:6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/tracks/6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/audio-analysis/6jEZLz3YpnEBRpVkv35AmP,https://youtu.be/TbY75E8dYZc?t=11,3
Sin Pijama,Becky G,Reggaeton,0.791,0.745,11,-3.695,0,0.0464,0.354,0.0000293,0.104,0.82,94.014,188560,4,2ijef6ni2amuunRoKTlgww,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,audio_features,spotify:track:2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/tracks/2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/audio-analysis/2ijef6ni2amuunRoKTlgww,https://youtu.be/zEf423kYfqk?t=25,5
Felices los 4,Maluma,Reggaeton,0.766,0.756,5,-5.861,1,0.132,0.213,0,0.349,0.716,94.027,230000,4,1RouRzlg8OKFeqc6LvdxmB,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB,audio_features,spotify:track:1RouRzlg8OKFeqc6LvdxmB,https://api.spotify.com/v1/tracks/1RouRzlg8OKFeqc6LvdxmB,https://api.spotify.com/v1/audio-analysis/1RouRzlg8OKFeqc6LvdxmB,https://youtu.be/t_jHrUE5IOk?t=42,2
Vente Pa'Ca,Ricky Martin,Reggaeton,0.663,0.92,11,-4.07,0,0.226,0.00431,0.0000169,0.101,0.533,99.935,259196,4,7DM4BPaS7uofFul3ywMe46,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,audio_features,spotify:track:7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/tracks/7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/audio-analysis/7DM4BPaS7uofFul3ywMe46,https://youtu.be/iOe6dI2JhgU?t=40,8
El Perdon,Enrique Iglesias,Reggaeton,0.628,0.69,8,-5.828,1,0.0511,0.446,0,0.112,0.662,179.911,205907,4,7qCAVkHWZkF44OzOUKf8Cr,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,audio_features,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,https://youtu.be/hXI8RQYC36Q?t=20,4
La Bicicleta,Shakira & Carlos Vives,Reggaeton,0.736,0.964,0,-2.147,1,0.129,0.198,0.00000232,0.336,0.953,179.935,227707,4,0sXvAOmXgjR2QUqLK1MltU,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,audio_features,spotify:track:0sXvAOmXgjR2QUqLK1MltU,https://api.spotify.com/v1/tracks/0sXvAOmXgjR2QUqLK1MltU,https://api.spotify.com/v1/audio-analysis/0sXvAOmXgjR2QUqLK1MltU,https://youtu.be/-UV0QGLmYys?t=13,1
Nota de Amor,Carlos Vives & Wisin & Daddy Yankee,Reggaeton,0.806,0.929,10,-3.017,1,0.121,0.263,0,0.0622,0.602,97.99,232373,4,4YW2Fr25fHwUt6qgvM1iE1,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,audio_features,spotify:track:4YW2Fr25fHwUt6qgvM1iE1,https://api.spotify.com/v1/tracks/4YW2Fr25fHwUt6qgvM1iE1,https://api.spotify.com/v1/audio-analysis/4YW2Fr25fHwUt6qgvM1iE1,,
